numberr,Time,Source,Destination,Protocol,Length,Source Port,Destination Port,Info,messages
3086,635.2512487,10.0.2.15,3.65.137.17,MQTT,207,41083,1883,Publish Message [university/building2/area0/deposit],"{""unit"": ""K"", ""long"": 53, ""description"": ""Room Temperature"", ""lat"": 52, ""range"": [4, 49], ""type"": ""temperature""}"
3087,635.840507,10.0.2.15,91.121.93.94,MQTT,196,46495,1883,Publish Message [university/room1/room6],"{""unit"": ""C"", ""long"": 54, ""description"": ""Room Temperature"", ""lat"": 64, ""range"": [7, 32], ""type"": ""temperature""}"
3088,635.8724278,91.121.93.94,10.0.2.15,MQTT,195,1883,35239,Publish Message [university/room1/room6],"{""unit"": ""C"", ""long"": 54, ""description"": ""Room Temperature"", ""lat"": 64, ""range"": [7, 32], ""type"": ""temperature""}"
3089,635.8725171,91.121.93.94,10.0.2.15,MQTT,195,1883,43133,Publish Message [university/room1/room6],"{""unit"": ""C"", ""long"": 54, ""description"": ""Room Temperature"", ""lat"": 64, ""range"": [7, 32], ""type"": ""temperature""}"
3090,635.94552,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Received (id=19),
3091,635.9455914,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=13),
3092,636.2515895,10.0.2.15,91.121.93.94,MQTT,190,56513,1883,Publish Message [factory/facility2],"{""unit"": ""C"", ""long"": 87, ""description"": ""Room Temperature"", ""lat"": 66, ""range"": [5, 60], ""type"": ""temperature""}"
3093,636.402771,127.0.0.1,127.0.0.1,MQTT,202,51249,1883,Publish Message [factory/building2],"{""unit"": ""C"", ""long"": 94, ""description"": ""Room Temperature"", ""lat"": 46, ""range"": [2, 32], ""type"": ""temperature""}"
3094,636.5475335,10.0.2.15,91.121.93.94,MQTT,201,56513,1883,Publish Message [factory/department2/section2],"{""unit"": ""K"", ""long"": 74, ""description"": ""Room Temperature"", ""lat"": 43, ""range"": [9, 54], ""type"": ""temperature""}"
3095,637.0203038,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Received (id=3),
3096,637.0203229,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Received (id=22),
3097,637.4037501,10.0.2.15,3.65.137.17,MQTT,200,41083,1883,Publish Message [university/building2/floor3],"{""unit"": ""C"", ""long"": 59, ""description"": ""Room Temperature"", ""lat"": 75, ""range"": [0, 44], ""type"": ""temperature""}"
3098,637.4843109,10.0.2.15,3.65.137.17,MQTT,195,41083,1883,Publish Message [university/department2],"{""unit"": ""C"", ""long"": 79, ""description"": ""Room Temperature"", ""lat"": 77, ""range"": [5, 47], ""type"": ""temperature""}"
3099,637.8075236,127.0.0.1,127.0.0.1,MQTT,212,57679,1883,Publish Message [hospital/room1/room6/light],"{""unit"": ""K"", ""long"": 95, ""description"": ""Room Temperature"", ""lat"": 44, ""range"": [10, 54], ""type"": ""temperature""}"
3100,638.0281068,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=14),
3101,638.1870812,10.0.2.15,91.121.93.94,MQTT,199,46495,1883,Publish Message [metaverse/facility2/room6],"{""unit"": ""C"", ""long"": 63, ""description"": ""Room Temperature"", ""lat"": 60, ""range"": [2, 38], ""type"": ""temperature""}"
3102,638.2128376,91.121.93.94,10.0.2.15,MQTT,198,1883,35239,Publish Message [metaverse/facility2/room6],"{""unit"": ""C"", ""long"": 63, ""description"": ""Room Temperature"", ""lat"": 60, ""range"": [2, 38], ""type"": ""temperature""}"
3103,638.9326833,127.0.0.1,127.0.0.1,MQTT,199,57679,1883,Publish Message [hospital/room1],"{""unit"": ""C"", ""long"": 91, ""description"": ""Room Temperature"", ""lat"": 74, ""range"": [8, 45], ""type"": ""temperature""}"
3104,638.933154,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=15),
3105,638.9696449,10.0.2.15,91.121.93.94,MQTT,193,46495,1883,Publish Message [factory/department2],"{""unit"": ""F"", ""long"": 57, ""description"": ""Room Temperature"", ""lat"": 65, ""range"": [7, 35], ""type"": ""temperature""}"
3106,639.3502409,10.0.2.15,91.121.93.94,MQTT,199,56513,1883,Publish Message [university/building2/area0],"{""unit"": ""C"", ""long"": 59, ""description"": ""Room Temperature"", ""lat"": 53, ""range"": [4, 50], ""type"": ""temperature""}"
3107,639.378505,91.121.93.94,10.0.2.15,MQTT,199,1883,35239,Publish Message [university/building2/area0],"{""unit"": ""C"", ""long"": 59, ""description"": ""Room Temperature"", ""lat"": 53, ""range"": [4, 50], ""type"": ""temperature""}"
3108,639.378594,91.121.93.94,10.0.2.15,MQTT,199,1883,43133,Publish Message [university/building2/area0],"{""unit"": ""C"", ""long"": 59, ""description"": ""Room Temperature"", ""lat"": 53, ""range"": [4, 50], ""type"": ""temperature""}"
3109,639.634213,127.0.0.1,127.0.0.1,MQTT,204,47681,1883,Publish Message [metaverse/facility2],"{""unit"": ""F"", ""long"": 86, ""description"": ""Room Temperature"", ""lat"": 47, ""range"": [1, 56], ""type"": ""temperature""}"
3110,639.6647222,10.0.2.15,3.65.137.17,MQTT,210,41083,1883,Publish Message [factory/building2/floor3/temperature],"{""unit"": ""C"", ""long"": 100, ""description"": ""Room Temperature"", ""lat"": 80, ""range"": [5, 60], ""type"": ""temperature""}"
3111,639.8837274,10.0.2.15,91.121.93.94,MQTT,194,46495,1883,Publish Message [university/facility2],"{""unit"": ""C"", ""long"": 96, ""description"": ""Room Temperature"", ""lat"": 42, ""range"": [0, 37], ""type"": ""temperature""}"
3112,639.9150634,91.121.93.94,10.0.2.15,MQTT,193,1883,35239,Publish Message [university/facility2],"{""unit"": ""C"", ""long"": 96, ""description"": ""Room Temperature"", ""lat"": 42, ""range"": [0, 37], ""type"": ""temperature""}"
3113,639.9151557,91.121.93.94,10.0.2.15,MQTT,193,1883,43133,Publish Message [university/facility2],"{""unit"": ""C"", ""long"": 96, ""description"": ""Room Temperature"", ""lat"": 42, ""range"": [0, 37], ""type"": ""temperature""}"
3114,639.9233674,91.121.93.94,10.0.2.15,MQTT,193,1883,35239,Publish Message [university/facility2],"{""unit"": ""C"", ""long"": 96, ""description"": ""Room Temperature"", ""lat"": 42, ""range"": [0, 37], ""type"": ""temperature""}"
3115,639.9368384,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=1),
3116,639.9369018,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=21),
3117,640.4685339,127.0.0.1,127.0.0.1,MQTT,218,57679,1883,Publish Message [metaverse/facility2/floor3/light],"{""unit"": ""K"", ""long"": 64, ""description"": ""Room Temperature"", ""lat"": 88, ""range"": [10, 43], ""type"": ""temperature""}"
3118,640.7947191,127.0.0.1,127.0.0.1,MQTT,203,47681,1883,Publish Message [factory/facility2],"{""unit"": ""C"", ""long"": 92, ""description"": ""Room Temperature"", ""lat"": 87, ""range"": [10, 58], ""type"": ""temperature""}"
3119,640.8670212,127.0.0.1,127.0.0.1,MQTT,92,49205,1883,Connect Command,
3120,640.8672215,127.0.0.1,127.0.0.1,MQTT,72,1883,49205,Connect Ack[Malformed Packet],
3121,640.8674293,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=23),
3122,640.867473,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=3),
3123,640.867509,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=4),
3124,640.8675462,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=16),
3125,641.0993236,10.0.2.15,3.65.137.17,MQTT,194,41083,1883,Publish Message [metaverse/department2],"{""unit"": ""C"", ""long"": 66, ""description"": ""Room Temperature"", ""lat"": 47, ""range"": [5, 39], ""type"": ""temperature""}"
3126,641.1985373,10.0.2.15,91.121.93.94,MQTT,194,56513,1883,Publish Message [metaverse/room1/area0],"{""unit"": ""K"", ""long"": 78, ""description"": ""Room Temperature"", ""lat"": 41, ""range"": [4, 38], ""type"": ""temperature""}"
3127,641.2306778,91.121.93.94,10.0.2.15,MQTT,194,1883,35239,Publish Message [metaverse/room1/area0],"{""unit"": ""K"", ""long"": 78, ""description"": ""Room Temperature"", ""lat"": 41, ""range"": [4, 38], ""type"": ""temperature""}"
3128,641.431547,10.0.2.15,91.121.93.94,MQTT,193,46495,1883,Publish Message [metaverse/facility2],"{""unit"": ""F"", ""long"": 49, ""description"": ""Room Temperature"", ""lat"": 79, ""range"": [6, 59], ""type"": ""temperature""}"
3129,641.4597508,91.121.93.94,10.0.2.15,MQTT,192,1883,35239,Publish Message [metaverse/facility2],"{""unit"": ""F"", ""long"": 49, ""description"": ""Room Temperature"", ""lat"": 79, ""range"": [6, 59], ""type"": ""temperature""}"
3130,641.9979445,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Received (id=25),
3131,642.4076027,127.0.0.1,127.0.0.1,MQTT,211,38975,1883,Publish Message [factory/facility2/section2],"{""unit"": ""C"", ""long"": 72, ""description"": ""Room Temperature"", ""lat"": 51, ""range"": [0, 56], ""type"": ""temperature""}"
3132,642.4635967,127.0.0.1,127.0.0.1,MQTT,220,51249,1883,Publish Message [hospital/building2/floor3/pollution],"{""unit"": ""F"", ""long"": 84, ""description"": ""Room Temperature"", ""lat"": 92, ""range"": [1, 58], ""type"": ""temperature""}"
3133,642.7018684,10.0.2.15,3.65.137.17,MQTT,195,41083,1883,Publish Message [university/room1/area0],"{""unit"": ""K"", ""long"": 99, ""description"": ""Room Temperature"", ""lat"": 67, ""range"": [2, 36], ""type"": ""temperature""}"
3134,642.7213659,3.65.137.17,10.0.2.15,MQTT,196,1883,47723,Publish Message [university/room1/area0],"{""unit"": ""K"", ""long"": 99, ""description"": ""Room Temperature"", ""lat"": 67, ""range"": [2, 36], ""type"": ""temperature""}"
3135,642.9904293,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=3),
3136,642.9904611,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=25),
3137,643.4994022,10.0.2.15,3.65.137.17,MQTT,192,41083,1883,Publish Message [metaverse/building2],"{""unit"": ""C"", ""long"": 86, ""description"": ""Room Temperature"", ""lat"": 86, ""range"": [6, 46], ""type"": ""temperature""}"
3138,643.6512047,127.0.0.1,127.0.0.1,MQTT,227,57679,1883,Publish Message [metaverse/building2/floor3/hydraulic_valve],"{""unit"": ""F"", ""long"": 61, ""description"": ""Room Temperature"", ""lat"": 53, ""range"": [6, 47], ""type"": ""temperature""}"
3139,643.7996111,127.0.0.1,127.0.0.1,MQTT,227,38975,1883,Publish Message [metaverse/department2/section2/temperature],"{""unit"": ""C"", ""long"": 54, ""description"": ""Room Temperature"", ""lat"": 47, ""range"": [4, 39], ""type"": ""temperature""}"
3140,643.8398363,127.0.0.1,127.0.0.1,MQTT,208,57679,1883,Publish Message [factory/building2/area0],"{""unit"": ""K"", ""long"": 93, ""description"": ""Room Temperature"", ""lat"": 98, ""range"": [1, 41], ""type"": ""temperature""}"
3141,643.8717837,127.0.0.1,127.0.0.1,MQTT,213,47681,1883,Publish Message [university/building2/floor3],"{""unit"": ""K"", ""long"": 49, ""description"": ""Room Temperature"", ""lat"": 55, ""range"": [10, 32], ""type"": ""temperature""}"
3142,643.8722667,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=26),
3143,644.0878755,127.0.0.1,127.0.0.1,MQTT,219,51249,1883,Publish Message [factory/facility2/section2/deposit],"{""unit"": ""C"", ""long"": 66, ""description"": ""Room Temperature"", ""lat"": 69, ""range"": [4, 46], ""type"": ""temperature""}"
3144,644.8422063,10.0.2.15,91.121.93.94,MQTT,188,56513,1883,Publish Message [metaverse/room1],"{""unit"": ""C"", ""long"": 48, ""description"": ""Room Temperature"", ""lat"": 63, ""range"": [5, 52], ""type"": ""temperature""}"
3145,644.8863422,91.121.93.94,10.0.2.15,MQTT,188,1883,35239,Publish Message [metaverse/room1],"{""unit"": ""C"", ""long"": 48, ""description"": ""Room Temperature"", ""lat"": 63, ""range"": [5, 52], ""type"": ""temperature""}"
3146,644.9232845,10.0.2.15,91.121.93.94,MQTT,58,43133,1883,Ping Request,
3147,644.9956183,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=27),
3148,644.9987293,91.121.93.94,10.0.2.15,MQTT,62,1883,43133,Ping Response,
3149,645.4978637,127.0.0.1,127.0.0.1,MQTT,214,57679,1883,Publish Message [university/department2/floor3],"{""unit"": ""F"", ""long"": 63, ""description"": ""Room Temperature"", ""lat"": 57, ""range"": [2, 57], ""type"": ""temperature""}"
3150,645.5522629,127.0.0.1,127.0.0.1,MQTT,207,47681,1883,Publish Message [university/department2],"{""unit"": ""F"", ""long"": 57, ""description"": ""Room Temperature"", ""lat"": 84, ""range"": [6, 35], ""type"": ""temperature""}"
3151,645.8294365,10.0.2.15,91.121.93.94,MQTT,199,46495,1883,Publish Message [factory/facility2/floor3],"{""unit"": ""C"", ""long"": 69, ""description"": ""Room Temperature"", ""lat"": 63, ""range"": [10, 50], ""type"": ""temperature""}"
3152,645.9054754,127.0.0.1,127.0.0.1,MQTT,97,38975,1883,Publish Message [factory/department2/area0],
3153,645.9056222,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=5),
3154,645.9056376,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=9),
3155,645.9056482,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=21),
3156,646.2226009,127.0.0.1,127.0.0.1,MQTT,218,51249,1883,Publish Message [hospital/building2/area0/humidity],"{""unit"": ""K"", ""long"": 47, ""description"": ""Room Temperature"", ""lat"": 71, ""range"": [8, 39], ""type"": ""temperature""}"
3157,646.9264785,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=10),
3158,646.9264946,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=2),
3159,646.9265034,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=22),
3160,647.8251268,10.0.2.15,3.65.137.17,MQTT,194,41083,1883,Publish Message [metaverse/department2],"{""unit"": ""K"", ""long"": 55, ""description"": ""Room Temperature"", ""lat"": 59, ""range"": [6, 49], ""type"": ""temperature""}"
3161,647.8307293,10.0.2.15,3.65.137.17,MQTT,192,41083,1883,Publish Message [factory/room1/area0],"{""unit"": ""F"", ""long"": 65, ""description"": ""Room Temperature"", ""lat"": 57, ""range"": [4, 58], ""type"": ""temperature""}"
3162,647.8479326,127.0.0.1,127.0.0.1,MQTT,203,38975,1883,Publish Message [factory/building2],"{""unit"": ""F"", ""long"": 74, ""description"": ""Room Temperature"", ""lat"": 42, ""range"": [10, 53], ""type"": ""temperature""}"
3163,647.9489602,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Received (id=12),
3164,647.9490285,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=11),
3165,648.0409268,127.0.0.1,127.0.0.1,MQTT,205,51249,1883,Publish Message [metaverse/building2],"{""unit"": ""F"", ""long"": 80, ""description"": ""Room Temperature"", ""lat"": 57, ""range"": [10, 34], ""type"": ""temperature""}"
3166,648.6141043,127.0.0.1,127.0.0.1,MQTT,99,57679,1883,Publish Message [metaverse/department2/room6],
3167,648.676875,127.0.0.1,127.0.0.1,MQTT,203,38975,1883,Publish Message [hospital/building2],"{""unit"": ""K"", ""long"": 82, ""description"": ""Room Temperature"", ""lat"": 52, ""range"": [5, 34], ""type"": ""temperature""}"
3168,648.8501959,10.0.2.15,91.121.93.94,MQTT,185,56513,1883,Publish Message [factory/room1],"{""unit"": ""K"", ""long"": 56, ""description"": ""Room Temperature"", ""lat"": 73, ""range"": [8, 53], ""type"": ""temperature""}"
3169,648.9777199,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=8),
3170,649.3457694,127.0.0.1,127.0.0.1,MQTT,98,57679,1883,Publish Message [university/facility2/room6],
3171,649.4308218,10.0.2.15,91.121.93.94,MQTT,192,46495,1883,Publish Message [hospital/facility2],"{""unit"": ""F"", ""long"": 43, ""description"": ""Room Temperature"", ""lat"": 42, ""range"": [1, 44], ""type"": ""temperature""}"
3172,649.9497633,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=34),
3173,649.9498299,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=5),
3174,649.9498675,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=6),
3175,649.9499058,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=24),
3176,650.214437,10.0.2.15,91.121.93.94,MQTT,209,56513,1883,Publish Message [hospital/department2/floor3/humidity],"{""unit"": ""C"", ""long"": 52, ""description"": ""Room Temperature"", ""lat"": 81, ""range"": [4, 44], ""type"": ""temperature""}"
3177,650.3142044,10.0.2.15,91.121.93.94,MQTT,192,46495,1883,Publish Message [hospital/facility2],"{""unit"": ""C"", ""long"": 87, ""description"": ""Room Temperature"", ""lat"": 76, ""range"": [1, 35], ""type"": ""temperature""}"
3178,650.3652363,127.0.0.1,127.0.0.1,MQTT,107,47681,1883,Publish Message [factory/facility2/section2/humidity],
3179,650.9704602,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Received (id=34),
3180,650.9705267,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=11),
3181,651.3125705,127.0.0.1,127.0.0.1,MQTT,215,47681,1883,Publish Message [hospital/room1/room6/humidity],"{""unit"": ""K"", ""long"": 48, ""description"": ""Room Temperature"", ""lat"": 100, ""range"": [5, 53], ""type"": ""temperature""}"
3182,651.501793,10.0.2.15,91.121.93.94,MQTT,80,56513,1883,Publish Message [university/building2],
3183,651.5574474,127.0.0.1,127.0.0.1,MQTT,94,38975,1883,Publish Message [university/department2],
3184,651.6143956,91.121.93.94,10.0.2.15,MQTT,80,1883,35239,Publish Message [university/building2],
3185,651.6144927,91.121.93.94,10.0.2.15,MQTT,80,1883,43133,Publish Message [university/building2],
3186,651.6210451,91.121.93.94,10.0.2.15,MQTT,80,1883,35239,Publish Message [university/building2],
3187,652.522678,10.0.2.15,3.65.137.17,MQTT,80,41083,1883,Publish Message [university/building2],
3188,652.968924,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=13),
3189,653.2213485,127.0.0.1,127.0.0.1,MQTT,204,57679,1883,Publish Message [metaverse/facility2],"{""unit"": ""F"", ""long"": 77, ""description"": ""Room Temperature"", ""lat"": 94, ""range"": [1, 44], ""type"": ""temperature""}"
3190,653.4146092,127.0.0.1,127.0.0.1,MQTT,203,47681,1883,Publish Message [hospital/building2],"{""unit"": ""K"", ""long"": 79, ""description"": ""Room Temperature"", ""lat"": 96, ""range"": [6, 31], ""type"": ""temperature""}"
3191,653.5137769,127.0.0.1,127.0.0.1,MQTT,213,38975,1883,Publish Message [factory/department2/section2],"{""unit"": ""C"", ""long"": 70, ""description"": ""Room Temperature"", ""lat"": 99, ""range"": [7, 40], ""type"": ""temperature""}"
3192,654.0107241,10.0.2.15,91.121.93.94,MQTT,190,56513,1883,Publish Message [factory/facility2],"{""unit"": ""K"", ""long"": 47, ""description"": ""Room Temperature"", ""lat"": 56, ""range"": [6, 49], ""type"": ""temperature""}"
3193,654.0190398,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=14),
3194,654.8069548,127.0.0.1,127.0.0.1,MQTT,201,51249,1883,Publish Message [university/room1],"{""unit"": ""F"", ""long"": 79, ""description"": ""Room Temperature"", ""lat"": 88, ""range"": [0, 53], ""type"": ""temperature""}"
3195,654.919562,127.0.0.1,127.0.0.1,MQTT,203,57679,1883,Publish Message [hospital/facility2],"{""unit"": ""K"", ""long"": 53, ""description"": ""Room Temperature"", ""lat"": 67, ""range"": [6, 54], ""type"": ""temperature""}"
3196,654.9198536,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Received (id=18),
3197,654.9198846,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=15),
3198,654.9199086,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=11),
3199,655.1756447,127.0.0.1,127.0.0.1,MQTT,211,38975,1883,Publish Message [metaverse/facility2/floor3],"{""unit"": ""C"", ""long"": 40, ""description"": ""Room Temperature"", ""lat"": 97, ""range"": [4, 60], ""type"": ""temperature""}"
3200,655.7586524,10.0.2.15,91.121.93.94,MQTT,212,46495,1883,Publish Message [metaverse/facility2/section2/pollution],"{""unit"": ""F"", ""long"": 49, ""description"": ""Room Temperature"", ""lat"": 75, ""range"": [7, 49], ""type"": ""temperature""}"
3201,655.7994758,91.121.93.94,10.0.2.15,MQTT,211,1883,35239,Publish Message [metaverse/facility2/section2/pollution],"{""unit"": ""F"", ""long"": 49, ""description"": ""Room Temperature"", ""lat"": 75, ""range"": [7, 49], ""type"": ""temperature""}"
3202,656.1377148,127.0.0.1,127.0.0.1,MQTT,197,57679,1883,Publish Message [factory/room1],"{""unit"": ""F"", ""long"": 95, ""description"": ""Room Temperature"", ""lat"": 75, ""range"": [5, 38], ""type"": ""temperature""}"
3203,656.6283696,127.0.0.1,127.0.0.1,MQTT,97,51249,1883,Publish Message [metaverse/facility2/area0],
3204,656.8560931,127.0.0.1,127.0.0.1,MQTT,200,47681,1883,Publish Message [metaverse/room1],"{""unit"": ""F"", ""long"": 78, ""description"": ""Room Temperature"", ""lat"": 79, ""range"": [2, 50], ""type"": ""temperature""}"
3205,656.8562412,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Received (id=19),
3206,656.8562592,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=13),
3207,657.4333857,127.0.0.1,127.0.0.1,MQTT,229,57679,1883,Publish Message [metaverse/building2/section2/hydraulic_valve],"{""unit"": ""F"", ""long"": 96, ""description"": ""Room Temperature"", ""lat"": 56, ""range"": [6, 36], ""type"": ""temperature""}"
3208,657.7970441,10.0.2.15,91.121.93.94,MQTT,207,46495,1883,Publish Message [hospital/room1/section2/pollution],"{""unit"": ""F"", ""long"": 42, ""description"": ""Room Temperature"", ""lat"": 66, ""range"": [5, 56], ""type"": ""temperature""}"
3209,657.9359005,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Received (id=3),
3210,657.9359363,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Received (id=22),
3211,658.6088513,127.0.0.1,127.0.0.1,MQTT,216,47681,1883,Publish Message [hospital/facility2/floor3/light],"{""unit"": ""F"", ""long"": 41, ""description"": ""Room Temperature"", ""lat"": 47, ""range"": [4, 47], ""type"": ""temperature""}"
3212,658.9337088,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=14),
3213,658.9955397,10.0.2.15,3.65.137.17,MQTT,208,41083,1883,Publish Message [hospital/building2/area0/pollution],"{""unit"": ""F"", ""long"": 62, ""description"": ""Room Temperature"", ""lat"": 100, ""range"": [4, 55], ""type"": ""temperature""}"
3214,659.0220249,52.29.173.150,10.0.2.15,MQTT,209,1883,60609,Publish Message [hospital/building2/area0/pollution],"{""unit"": ""F"", ""long"": 62, ""description"": ""Room Temperature"", ""lat"": 100, ""range"": [4, 55], ""type"": ""temperature""}"
3215,659.024403,52.29.173.150,10.0.2.15,MQTT,209,1883,57265,Publish Message [hospital/building2/area0/pollution],"{""unit"": ""F"", ""long"": 62, ""description"": ""Room Temperature"", ""lat"": 100, ""range"": [4, 55], ""type"": ""temperature""}"
3216,659.3612566,10.0.2.15,91.121.93.94,MQTT,210,46495,1883,Publish Message [factory/facility2/section2/pollution],"{""unit"": ""F"", ""long"": 40, ""description"": ""Room Temperature"", ""lat"": 49, ""range"": [4, 51], ""type"": ""temperature""}"
3217,659.9135258,127.0.0.1,127.0.0.1,MQTT,222,57679,1883,Publish Message [university/department2/room6/deposit],"{""unit"": ""C"", ""long"": 42, ""description"": ""Room Temperature"", ""lat"": 42, ""range"": [10, 45], ""type"": ""temperature""}"
3218,659.9136745,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=15),
3219,659.9911394,127.0.0.1,127.0.0.1,MQTT,213,51249,1883,Publish Message [metaverse/building2/section2],"{""unit"": ""C"", ""long"": 78, ""description"": ""Room Temperature"", ""lat"": 43, ""range"": [7, 60], ""type"": ""temperature""}"
3220,660.4244675,10.0.2.15,91.121.93.94,MQTT,199,56513,1883,Publish Message [hospital/department2/area0],"{""unit"": ""F"", ""long"": 54, ""description"": ""Room Temperature"", ""lat"": 59, ""range"": [0, 40], ""type"": ""temperature""}"
3221,660.4611569,91.121.93.94,10.0.2.15,MQTT,199,1883,43133,Publish Message [hospital/department2/area0],"{""unit"": ""F"", ""long"": 54, ""description"": ""Room Temperature"", ""lat"": 59, ""range"": [0, 40], ""type"": ""temperature""}"
3222,660.6449789,10.0.2.15,3.65.137.17,MQTT,201,41083,1883,Publish Message [metaverse/building2/floor3],"{""unit"": ""F"", ""long"": 100, ""description"": ""Room Temperature"", ""lat"": 67, ""range"": [10, 38], ""type"": ""temperature""}"
3223,660.7413131,10.0.2.15,3.65.137.17,MQTT,192,41083,1883,Publish Message [metaverse/building2],"{""unit"": ""C"", ""long"": 54, ""description"": ""Room Temperature"", ""lat"": 77, ""range"": [8, 38], ""type"": ""temperature""}"
3224,660.8494818,10.0.2.15,91.121.93.94,MQTT,200,56513,1883,Publish Message [hospital/facility2/section2],"{""unit"": ""C"", ""long"": 56, ""description"": ""Room Temperature"", ""lat"": 89, ""range"": [3, 47], ""type"": ""temperature""}"
3225,660.9953957,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=1),
3226,660.9954184,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=21),
3227,661.0141948,127.0.0.1,127.0.0.1,MQTT,209,38975,1883,Publish Message [hospital/building2/room6],"{""unit"": ""F"", ""long"": 43, ""description"": ""Room Temperature"", ""lat"": 89, ""range"": [5, 32], ""type"": ""temperature""}"
3228,661.0332835,127.0.0.1,127.0.0.1,MQTT,228,57679,1883,Publish Message [university/department2/section2/temperature],"{""unit"": ""F"", ""long"": 44, ""description"": ""Room Temperature"", ""lat"": 68, ""range"": [5, 52], ""type"": ""temperature""}"
3229,661.0409787,10.0.2.15,91.121.93.94,MQTT,194,46495,1883,Publish Message [metaverse/facility2],"{""unit"": ""C"", ""long"": 57, ""description"": ""Room Temperature"", ""lat"": 76, ""range"": [10, 40], ""type"": ""temperature""}"
3230,661.0742434,91.121.93.94,10.0.2.15,MQTT,193,1883,35239,Publish Message [metaverse/facility2],"{""unit"": ""C"", ""long"": 57, ""description"": ""Room Temperature"", ""lat"": 76, ""range"": [10, 40], ""type"": ""temperature""}"
3231,661.4414029,127.0.0.1,127.0.0.1,MQTT,215,51249,1883,Publish Message [metaverse/room1/section2/light],"{""unit"": ""C"", ""long"": 65, ""description"": ""Room Temperature"", ""lat"": 81, ""range"": [2, 48], ""type"": ""temperature""}"
3232,662.0731056,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=23),
3233,662.0731478,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=3),
3234,662.0731766,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=16),
3235,662.114979,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=4),
3236,662.4793176,10.0.2.15,3.65.137.17,MQTT,199,41083,1883,Publish Message [factory/facility2/section2],"{""unit"": ""K"", ""long"": 81, ""description"": ""Room Temperature"", ""lat"": 62, ""range"": [3, 37], ""type"": ""temperature""}"
